Virus_Name	Variant	EPI_ISL_ID
hCoV-19/USA/WA-S18581/2022	Omicron	EPI_ISL_10571197
hCoV-19/USA/WA-S18584/2022	Omicron	EPI_ISL_10571200
hCoV-19/USA/WA-S18585/2022	Omicron	EPI_ISL_10571201
hCoV-19/USA/WA-S18586/2022	Omicron	EPI_ISL_10571202
hCoV-19/USA/WA-S18596/2022	Omicron	EPI_ISL_10571211
hCoV-19/USA/WA-S18603/2022	Omicron	EPI_ISL_10571218
hCoV-19/USA/WA-S18599/2022	Omicron	EPI_ISL_10571214
hCoV-19/USA/WA-S18609/2022	Omicron	EPI_ISL_10571224
hCoV-19/USA/WA-S18601/2022	Omicron	EPI_ISL_10571216
hCoV-19/USA/WA-S18594/2022	Omicron	EPI_ISL_10571209
hCoV-19/USA/WA-S18604/2022	Omicron	EPI_ISL_10571219
hCoV-19/USA/WA-S18597/2022	Omicron	EPI_ISL_10571212
hCoV-19/USA/WA-S18590/2022	Omicron	EPI_ISL_10571206
hCoV-19/USA/WA-S18605/2022	Omicron	EPI_ISL_10571220
hCoV-19/USA/WA-S18602/2022	Omicron	EPI_ISL_10571217
hCoV-19/USA/WA-S18592/2022	Omicron	EPI_ISL_10571207
hCoV-19/USA/WA-S18610/2022	Omicron	EPI_ISL_10571225
hCoV-19/USA/WA-S18606/2022	Omicron	EPI_ISL_10571221
hCoV-19/USA/WA-S18612/2022	Omicron	EPI_ISL_10571227
hCoV-19/USA/WA-S18611/2022	Omicron	EPI_ISL_10571226
hCoV-19/USA/WA-S18608/2022	Omicron	EPI_ISL_10571223
hCoV-19/USA/WA-S18607/2022	Omicron	EPI_ISL_10571222
hCoV-19/USA/WA-S18614/2022	Omicron	EPI_ISL_10571229
hCoV-19/USA/WA-S18613/2022	Omicron	EPI_ISL_10571228
hCoV-19/USA/WA-S18615/2022	Omicron	EPI_ISL_10571230
hCoV-19/USA/WA-S18616/2022	Omicron	EPI_ISL_10571231
hCoV-19/USA/WA-S18617/2022	Omicron	EPI_ISL_10571232
hCoV-19/USA/WA-S18618/2022	Omicron	EPI_ISL_10571233
hCoV-19/USA/WA-S18622/2022	Omicron	EPI_ISL_10571237
hCoV-19/USA/WA-S18621/2022	Omicron	EPI_ISL_10571236
hCoV-19/USA/WA-S18624/2022	Omicron	EPI_ISL_10571239
hCoV-19/USA/WA-S18630/2022	Omicron	EPI_ISL_10571245
hCoV-19/USA/WA-S18625/2022	Omicron	EPI_ISL_10571240
hCoV-19/USA/WA-S18628/2022	Omicron	EPI_ISL_10571243
hCoV-19/USA/WA-S18627/2022	Omicron	EPI_ISL_10571242
hCoV-19/USA/WA-S18629/2022	Omicron	EPI_ISL_10571244
hCoV-19/USA/WA-S18626/2022	Omicron	EPI_ISL_10571241
hCoV-19/USA/WA-S18631/2022	Omicron	EPI_ISL_10571246
hCoV-19/USA/WA-S18634/2022	Omicron	EPI_ISL_10571249
hCoV-19/USA/WA-S18643/2022	Omicron	EPI_ISL_10571257
hCoV-19/USA/WA-S18636/2022	Omicron	EPI_ISL_10571251
hCoV-19/USA/WA-S18644/2022	Omicron	EPI_ISL_10571258
hCoV-19/USA/WA-S18639/2022	Omicron	EPI_ISL_10571254
hCoV-19/USA/WA-S18635/2022	Omicron	EPI_ISL_10571250
hCoV-19/USA/WA-S18642/2022	Omicron	EPI_ISL_10571256
hCoV-19/USA/WA-S18645/2022	Omicron	EPI_ISL_10571259
hCoV-19/USA/WA-S18641/2022	Omicron	EPI_ISL_10571255
hCoV-19/USA/WA-S18637/2022	Omicron	EPI_ISL_10571252
hCoV-19/USA/WA-S18638/2022	Omicron	EPI_ISL_10571253
